iter	Logloss
812	0.2321399388
813	0.2321334512
814	0.2321196943
815	0.2321129731
816	0.2321053595
817	0.2320925065
818	0.232077121
819	0.2320596346
820	0.2320474458
821	0.2320443378
822	0.2320348809
823	0.2320211624
824	0.2319933243
825	0.2319799286
826	0.2319740213
827	0.2319660763
828	0.2319643326
829	0.2319448596
830	0.2319417121
831	0.2319400415
832	0.2319386356
833	0.2319355073
834	0.2319259102
835	0.2319086068
836	0.231883657
837	0.2318819093
838	0.231862324
839	0.2318432525
840	0.2318416612
841	0.2318339143
842	0.2318236869
843	0.2318100892
844	0.2317697815
845	0.2317547524
846	0.2317386497
847	0.2317369807
848	0.2317300757
849	0.2317142959
850	0.2316814804
851	0.231680222
852	0.231677549
853	0.2316641393
854	0.2316537571
855	0.231651086
856	0.231645426
857	0.2316323649
858	0.2316228064
859	0.2316092927
860	0.2315967182
861	0.2315905021
862	0.2315819652
863	0.2315673351
864	0.2315610949
865	0.2315494975
866	0.2315472948
867	0.2315268085
868	0.2315245757
869	0.2315236545
870	0.2315137603
871	0.2315121142
872	0.2314951304
873	0.2314864821
874	0.2314775184
875	0.2314630287
876	0.2314430385
877	0.2314419696
878	0.231439329
879	0.2314351611
880	0.2314173577
881	0.2314036471
882	0.2313965636
883	0.2313863994
884	0.2313802765
885	0.2313768547
886	0.2313664046
887	0.2313648132
888	0.2313546447
889	0.2313424352
890	0.2313335454
891	0.2313259131
892	0.2313152944
893	0.2313099063
894	0.2313013747
895	0.2312990575
896	0.2312903618
897	0.2312646458
898	0.2312630193
899	0.2312602832
900	0.2312525857
901	0.2312364924
902	0.2312301129
903	0.2312256631
904	0.2312238766
905	0.2312225436
906	0.2312202575
907	0.2312062199
908	0.2312050673
909	0.2311834614
910	0.2311748167
911	0.231161251
912	0.2311496256
913	0.2311488561
914	0.2311392334
915	0.2311315954
916	0.2311303025
917	0.2311149502
918	0.2311061125
919	0.23109474
920	0.2310858596
921	0.2310660151
922	0.2310625559
923	0.2310553089
924	0.2310542424
925	0.2310363609
926	0.2310254667
927	0.2310240357
928	0.2310191409
929	0.2310172032
930	0.2309840777
931	0.2309793294
932	0.2309619445
933	0.2309413656
934	0.2309396519
935	0.2309392597
936	0.2309255775
937	0.2309154907
938	0.2309146777
939	0.2309119951
940	0.2308927938
941	0.2308852355
942	0.230882733
943	0.2308755379
944	0.2308593116
945	0.2308497946
946	0.2308345057
947	0.2308308224
948	0.23082085
949	0.2308187682
950	0.2308167483
951	0.2308105384
952	0.2308019405
953	0.2307940041
954	0.2307828104
955	0.2307739526
956	0.2307614951
957	0.2307608893
958	0.2307605001
959	0.2307425071
960	0.2307405919
961	0.2307371499
962	0.2307358479
963	0.2307327873
964	0.2307163958
965	0.2307035213
966	0.2306969499
967	0.2306885216
968	0.2306871182
969	0.2306862904
970	0.2306634967
971	0.2306629211
972	0.2306616724
973	0.2306606915
974	0.230646722
975	0.230641283
976	0.2306408779
977	0.2306397847
978	0.2306332175
979	0.2306134578
980	0.2306122643
981	0.2306019568
982	0.2305928967
983	0.2305704101
984	0.2305657782
985	0.2305563992
986	0.2305371986
987	0.230519247
988	0.2305049679
989	0.2304932984
990	0.2304918277
991	0.23049055
992	0.2304736287
993	0.2304625885
994	0.230459589
995	0.2304579909
996	0.2304566614
997	0.2304494311
998	0.2304413418
999	0.2304321769
